(0, 0)
(3, 1)
(7, 2)
(11, 3)
(15, 4)
(19, 1)
(23, 2)
(24, 3)
(28, 4)
(32, 5)
(36, 6)
(40, 7)
(44, 8)
(48, 9)
(52, 10)
(56, 11)
(60, 12)
(64, 13)
(68, 14)
(72, 15)
(76, 1)
(80, 3)
(84, 4)
(88, 5)
(92, 6)
(96, 7)
(100, 9)
(104, 10)
(108, 11)
(112, 12)
(116, 13)
(120, 14)
(124, 15)
(128, 3)
(132, 4)
(136, 5)
(140, 6)
(144, 7)
(148, 9)
(152, 10)
(156, 12)
(158, 13)
(162, 14)
(166, 15)
(170, 3)
(174, 4)
(178, 6)
(182, 7)
(183, 9)
(187, 10)
(188, 14)
(192, 15)
(196, 3)
(200, 4)
(204, 6)
(208, 9)
(212, 14)
(216, 15)
(220, 3)
(224, 4)
(228, 6)
(232, 9)
(236, 14)
(240, 15)
(244, 3)
(248, 4)
(251, 6)
(255, 9)
(259, 14)
(263, 15)
(267, 3)
(271, 6)
(275, 9)
(279, 14)
(283, 15)
(287, 3)
(291, 6)
(295, 9)
(299, 14)
(303, 15)
(307, 6)
(311, 9)
(315, 14)
(319, 15)
(323, 6)
(327, 9)
(331, 14)
(335, 15)
(339, 6)
(343, 9)
(347, 14)
(351, 15)
(355, 6)
(359, 9)
(363, 14)
(367, 15)
(371, 6)
(374, 9)
(378, 14)
(382, 15)
(386, 9)
(390, 14)
(394, 15)
Average waiting time 145.50 
