(0, 0)
(3, 1)
(9, 2)
(14, 3)
(20, 4)
(26, 5)
(32, 6)
(38, 7)
(44, 8)
(48, 9)
(54, 10)
(60, 11)
(66, 12)
(72, 13)
(78, 14)
(84, 15)
(90, 1)
(96, 3)
(102, 4)
(108, 5)
(114, 6)
(120, 7)
(126, 9)
(132, 10)
(138, 11)
(140, 12)
(144, 13)
(150, 14)
(156, 15)
(162, 3)
(168, 4)
(174, 6)
(180, 7)
(181, 9)
(187, 10)
(188, 14)
(194, 15)
(200, 3)
(206, 4)
(212, 6)
(218, 9)
(224, 14)
(230, 15)
(236, 3)
(242, 4)
(248, 6)
(254, 9)
(260, 14)
(266, 15)
(272, 3)
(278, 4)
(279, 6)
(285, 9)
(291, 14)
(297, 15)
(303, 3)
(307, 6)
(313, 9)
(319, 14)
(325, 15)
(331, 6)
(337, 9)
(343, 14)
(349, 15)
(355, 6)
(361, 9)
(367, 14)
(373, 15)
(379, 6)
(380, 9)
(386, 14)
(392, 15)
Average waiting time 147.00 
