(0, 0)
(3, 1)
(6, 2)
(9, 3)
(12, 4)
(15, 1)
(18, 2)
(20, 3)
(23, 4)
(26, 5)
(29, 6)
(32, 7)
(35, 8)
(38, 1)
(41, 3)
(44, 4)
(47, 5)
(50, 6)
(53, 7)
(56, 8)
(57, 9)
(60, 10)
(63, 11)
(66, 12)
(69, 13)
(72, 14)
(75, 15)
(78, 1)
(81, 3)
(84, 4)
(87, 5)
(90, 6)
(93, 7)
(96, 9)
(99, 10)
(102, 11)
(105, 12)
(108, 13)
(111, 14)
(114, 15)
(117, 3)
(120, 4)
(123, 5)
(126, 6)
(129, 7)
(132, 9)
(135, 10)
(138, 11)
(140, 12)
(143, 13)
(146, 14)
(149, 15)
(152, 3)
(155, 4)
(158, 6)
(161, 7)
(162, 9)
(165, 10)
(168, 12)
(169, 13)
(172, 14)
(175, 15)
(178, 3)
(181, 4)
(184, 6)
(187, 9)
(190, 10)
(191, 14)
(194, 15)
(197, 3)
(200, 4)
(203, 6)
(206, 9)
(209, 14)
(212, 15)
(215, 3)
(218, 4)
(221, 6)
(224, 9)
(227, 14)
(230, 15)
(233, 3)
(236, 4)
(239, 6)
(242, 9)
(245, 14)
(248, 15)
(251, 3)
(254, 4)
(255, 6)
(258, 9)
(261, 14)
(264, 15)
(267, 3)
(270, 6)
(273, 9)
(276, 14)
(279, 15)
(282, 3)
(285, 6)
(288, 9)
(291, 14)
(294, 15)
(297, 3)
(298, 6)
(301, 9)
(304, 14)
(307, 15)
(310, 6)
(313, 9)
(316, 14)
(319, 15)
(322, 6)
(325, 9)
(328, 14)
(331, 15)
(334, 6)
(337, 9)
(340, 14)
(343, 15)
(346, 6)
(349, 9)
(352, 14)
(355, 15)
(358, 6)
(361, 9)
(364, 14)
(367, 15)
(370, 6)
(371, 9)
(374, 14)
(377, 15)
(380, 9)
(383, 14)
(386, 15)
(389, 9)
(392, 14)
(395, 15)
Average waiting time 147.62 
