(0, 0)
(3, 1)
(12, 2)
(17, 3)
(26, 4)
(35, 5)
(44, 6)
(53, 7)
(62, 8)
(66, 9)
(75, 10)
(84, 11)
(92, 12)
(101, 13)
(110, 14)
(119, 15)
(128, 1)
(131, 3)
(140, 4)
(149, 5)
(152, 6)
(161, 7)
(165, 9)
(174, 10)
(178, 12)
(179, 13)
(182, 14)
(191, 15)
(200, 3)
(209, 4)
(218, 6)
(227, 9)
(236, 14)
(245, 15)
(254, 3)
(263, 4)
(267, 6)
(276, 9)
(285, 14)
(294, 15)
(303, 3)
(307, 6)
(316, 9)
(325, 14)
(334, 15)
(343, 6)
(352, 9)
(361, 14)
(370, 15)
(379, 6)
(380, 9)
(386, 14)
(392, 15)
Average waiting time 151.69 
