(0, 0)
(3, 1)
(11, 2)
(16, 3)
(24, 4)
(32, 5)
(40, 6)
(48, 7)
(56, 8)
(60, 9)
(68, 10)
(76, 11)
(84, 12)
(92, 13)
(100, 14)
(108, 15)
(116, 1)
(120, 3)
(128, 4)
(136, 5)
(140, 6)
(148, 7)
(153, 9)
(161, 10)
(166, 12)
(168, 13)
(172, 14)
(180, 15)
(188, 3)
(196, 4)
(204, 6)
(212, 9)
(220, 14)
(228, 15)
(236, 3)
(244, 4)
(251, 6)
(259, 9)
(267, 14)
(275, 15)
(283, 3)
(291, 6)
(299, 9)
(307, 14)
(315, 15)
(323, 6)
(331, 9)
(339, 14)
(347, 15)
(355, 6)
(362, 9)
(370, 14)
(378, 15)
(386, 9)
(390, 14)
(394, 15)
Average waiting time 143.75 
