(0, 0)
(3, 1)
(10, 2)
(15, 3)
(22, 4)
(29, 5)
(36, 6)
(43, 7)
(50, 8)
(54, 9)
(61, 10)
(68, 11)
(75, 12)
(82, 13)
(89, 14)
(96, 15)
(103, 1)
(108, 3)
(115, 4)
(122, 5)
(127, 6)
(134, 7)
(140, 9)
(147, 10)
(153, 11)
(154, 12)
(157, 13)
(162, 14)
(169, 15)
(176, 3)
(183, 4)
(190, 6)
(197, 9)
(204, 14)
(211, 15)
(218, 3)
(225, 4)
(232, 6)
(239, 9)
(246, 14)
(253, 15)
(260, 3)
(267, 4)
(270, 6)
(277, 9)
(284, 14)
(291, 15)
(298, 3)
(303, 6)
(310, 9)
(317, 14)
(324, 15)
(331, 6)
(338, 9)
(345, 14)
(352, 15)
(359, 6)
(365, 9)
(372, 14)
(379, 15)
(386, 9)
(390, 14)
(394, 15)
Average waiting time 145.31 
