(0, 0)
(2, 1)
(4, 2)
(6, 3)
(8, 0)
(9, 1)
(11, 2)
(13, 3)
(15, 1)
(17, 2)
(18, 3)
(20, 1)
(22, 3)
(24, 1)
(26, 3)
(28, 1)
(30, 3)
(130, 3)
(132, 1)
(134, 2)
(136, 3)
(138, 1)
(140, 2)
(142, 0)
(144, 3)
(146, 1)
(148, 2)
(150, 0)
(152, 3)
(154, 1)
(156, 2)
(158, 0)
(160, 3)
(162, 1)
(164, 2)
(166, 0)
(168, 3)
(170, 1)
(172, 2)
(174, 0)
(176, 3)
(178, 2)
(180, 0)
(182, 3)
(184, 2)
(186, 0)
(187, 3)
(189, 2)
(191, 3)
(193, 2)
(195, 3)
(197, 2)
(199, 3)
(201, 2)
(203, 3)
(205, 2)
(207, 3)
(209, 2)
(211, 3)
(213, 2)
(215, 3)
(216, 2)
(260, 2)
(262, 0)
(264, 2)
(266, 0)
(268, 1)
(270, 3)
(272, 0)
(274, 1)
(276, 3)
(278, 0)
(280, 1)
(282, 3)
(284, 0)
(286, 1)
(288, 3)
(290, 0)
(292, 1)
(294, 0)
(296, 1)
(298, 0)
(300, 1)
(301, 0)
(350, 1)
(356, 0)
(358, 2)
(360, 3)
(362, 1)
(364, 0)
(366, 2)
(368, 3)
(370, 1)
(372, 0)
(374, 2)
(376, 3)
(378, 0)
(380, 2)
(382, 3)
(384, 0)
(386, 2)
(388, 3)
(390, 0)
(392, 2)
(394, 3)
(396, 2)
(398, 3)
(400, 2)
(402, 3)
(404, 2)
(406, 3)
(408, 2)
(410, 3)
(412, 2)
(414, 3)
(416, 2)
(418, 3)
(420, 2)
(422, 3)
(424, 2)
(426, 3)
(428, 2)
(430, 3)
(432, 2)
(434, 3)
(436, 2)
(438, 3)
(440, 2)
(442, 3)
(444, 2)
(446, 3)
(448, 2)
(450, 3)
(452, 2)
(454, 3)
(456, 2)
(458, 3)
(460, 2)
(462, 3)
(464, 2)
(466, 3)
(468, 2)
(470, 3)
(472, 2)
(474, 3)
(476, 2)
(478, 3)
(480, 2)
(482, 3)
(484, 2)
(486, 3)
(488, 2)
(490, 3)
Average waiting time 29.31 
