(0, 0)
(3, 1)
(6, 2)
(9, 3)
(12, 1)
(15, 2)
(17, 3)
(20, 1)
(23, 3)
(26, 1)
(29, 3)
(130, 3)
(133, 1)
(136, 2)
(139, 0)
(142, 3)
(145, 1)
(148, 2)
(151, 0)
(154, 3)
(157, 1)
(160, 2)
(163, 0)
(166, 3)
(169, 1)
(172, 2)
(175, 0)
(178, 3)
(181, 2)
(184, 0)
(185, 3)
(188, 2)
(191, 3)
(194, 2)
(197, 3)
(200, 2)
(203, 3)
(206, 2)
(209, 3)
(212, 2)
(215, 3)
(216, 2)
(260, 2)
(263, 0)
(266, 1)
(269, 3)
(272, 2)
(273, 0)
(276, 1)
(279, 3)
(282, 0)
(285, 1)
(288, 3)
(290, 0)
(293, 1)
(296, 0)
(299, 1)
(300, 0)
(350, 1)
(356, 0)
(359, 2)
(362, 3)
(365, 1)
(368, 0)
(371, 2)
(374, 3)
(377, 1)
(378, 0)
(381, 2)
(384, 3)
(387, 0)
(390, 2)
(393, 3)
(396, 2)
(399, 3)
(402, 2)
(405, 3)
(408, 2)
(411, 3)
(414, 2)
(417, 3)
(420, 2)
(423, 3)
(426, 2)
(429, 3)
(432, 2)
(435, 3)
(438, 2)
(441, 3)
(444, 2)
(447, 3)
(450, 2)
(453, 3)
(456, 2)
(459, 3)
(462, 2)
(465, 3)
(468, 2)
(471, 3)
(474, 2)
(477, 3)
(480, 2)
(483, 3)
(486, 2)
(489, 3)
Average waiting time 29.25 
