(0, 0)
(3, 1)
(9, 2)
(14, 3)
(20, 1)
(26, 3)
(130, 3)
(136, 1)
(142, 2)
(148, 0)
(154, 3)
(160, 1)
(166, 2)
(172, 0)
(178, 3)
(184, 2)
(190, 0)
(191, 3)
(197, 2)
(203, 3)
(209, 2)
(215, 3)
(216, 2)
(260, 2)
(264, 0)
(270, 1)
(276, 3)
(282, 0)
(288, 1)
(294, 3)
(296, 0)
(302, 1)
(303, 0)
(350, 1)
(356, 0)
(362, 2)
(368, 3)
(374, 1)
(378, 0)
(384, 2)
(390, 3)
(396, 2)
(402, 3)
(408, 2)
(414, 3)
(420, 2)
(426, 3)
(432, 2)
(438, 3)
(444, 2)
(450, 3)
(456, 2)
(462, 3)
(468, 2)
(474, 3)
(480, 2)
(486, 3)
Average waiting time 28.31 
