(0, 0)
(3, 1)
(8, 2)
(13, 3)
(18, 1)
(23, 3)
(28, 1)
(30, 3)
(130, 3)
(135, 1)
(140, 2)
(145, 0)
(150, 3)
(155, 1)
(160, 2)
(165, 0)
(170, 3)
(175, 1)
(177, 2)
(182, 0)
(185, 3)
(190, 2)
(195, 3)
(200, 2)
(205, 3)
(210, 2)
(215, 3)
(216, 2)
(260, 2)
(264, 0)
(269, 1)
(274, 3)
(279, 0)
(284, 1)
(289, 3)
(292, 0)
(297, 1)
(300, 0)
(350, 1)
(355, 0)
(360, 2)
(365, 3)
(370, 1)
(375, 0)
(380, 2)
(385, 3)
(390, 0)
(392, 2)
(397, 3)
(402, 2)
(407, 3)
(412, 2)
(417, 3)
(422, 2)
(427, 3)
(432, 2)
(437, 3)
(442, 2)
(447, 3)
(452, 2)
(457, 3)
(462, 2)
(467, 3)
(472, 2)
(477, 3)
(482, 2)
(487, 3)
Average waiting time 28.75 
