(0, 0)
(1, 1)
(2, 2)
(3, 0)
(4, 1)
(5, 2)
(6, 3)
(7, 0)
(8, 1)
(9, 2)
(10, 3)
(11, 1)
(12, 2)
(13, 3)
(14, 1)
(15, 2)
(16, 3)
(17, 1)
(18, 3)
(19, 1)
(20, 3)
(21, 1)
(22, 3)
(23, 1)
(24, 3)
(25, 1)
(26, 3)
(27, 1)
(28, 3)
(29, 1)
(30, 3)
(130, 3)
(131, 1)
(132, 2)
(133, 3)
(134, 1)
(135, 2)
(136, 3)
(137, 1)
(138, 2)
(139, 0)
(140, 3)
(141, 1)
(142, 2)
(143, 0)
(144, 3)
(145, 1)
(146, 2)
(147, 0)
(148, 3)
(149, 1)
(150, 2)
(151, 0)
(152, 3)
(153, 1)
(154, 2)
(155, 0)
(156, 3)
(157, 1)
(158, 2)
(159, 0)
(160, 3)
(161, 1)
(162, 2)
(163, 0)
(164, 3)
(165, 1)
(166, 2)
(167, 0)
(168, 3)
(169, 1)
(170, 2)
(171, 0)
(172, 3)
(173, 1)
(174, 2)
(175, 0)
(176, 3)
(177, 2)
(178, 0)
(179, 3)
(180, 2)
(181, 0)
(182, 3)
(183, 2)
(184, 0)
(185, 3)
(186, 2)
(187, 3)
(188, 2)
(189, 3)
(190, 2)
(191, 3)
(192, 2)
(193, 3)
(194, 2)
(195, 3)
(196, 2)
(197, 3)
(198, 2)
(199, 3)
(200, 2)
(201, 3)
(202, 2)
(203, 3)
(204, 2)
(205, 3)
(206, 2)
(207, 3)
(208, 2)
(209, 3)
(210, 2)
(211, 3)
(212, 2)
(213, 3)
(214, 2)
(215, 3)
(216, 2)
(260, 2)
(262, 0)
(263, 2)
(264, 0)
(265, 1)
(266, 3)
(267, 2)
(268, 0)
(269, 1)
(270, 3)
(271, 0)
(272, 1)
(273, 3)
(274, 0)
(275, 1)
(276, 3)
(277, 0)
(278, 1)
(279, 3)
(280, 0)
(281, 1)
(282, 3)
(283, 0)
(284, 1)
(285, 3)
(286, 0)
(287, 1)
(288, 3)
(289, 0)
(290, 1)
(291, 0)
(292, 1)
(293, 0)
(294, 1)
(295, 0)
(296, 1)
(297, 0)
(298, 1)
(299, 0)
(350, 1)
(355, 0)
(356, 1)
(357, 0)
(358, 2)
(359, 3)
(360, 1)
(361, 0)
(362, 2)
(363, 3)
(364, 1)
(365, 0)
(366, 2)
(367, 3)
(368, 1)
(369, 0)
(370, 2)
(371, 3)
(372, 1)
(373, 0)
(374, 2)
(375, 3)
(376, 0)
(377, 2)
(378, 3)
(379, 0)
(380, 2)
(381, 3)
(382, 0)
(383, 2)
(384, 3)
(385, 0)
(386, 2)
(387, 3)
(388, 0)
(389, 2)
(390, 3)
(391, 0)
(392, 2)
(393, 3)
(394, 2)
(395, 3)
(396, 2)
(397, 3)
(398, 2)
(399, 3)
(400, 2)
(401, 3)
(402, 2)
(403, 3)
(404, 2)
(405, 3)
(406, 2)
(407, 3)
(408, 2)
(409, 3)
(410, 2)
(411, 3)
(412, 2)
(413, 3)
(414, 2)
(415, 3)
(416, 2)
(417, 3)
(418, 2)
(419, 3)
(420, 2)
(421, 3)
(422, 2)
(423, 3)
(424, 2)
(425, 3)
(426, 2)
(427, 3)
(428, 2)
(429, 3)
(430, 2)
(431, 3)
(432, 2)
(433, 3)
(434, 2)
(435, 3)
(436, 2)
(437, 3)
(438, 2)
(439, 3)
(440, 2)
(441, 3)
(442, 2)
(443, 3)
(444, 2)
(445, 3)
(446, 2)
(447, 3)
(448, 2)
(449, 3)
(450, 2)
(451, 3)
(452, 2)
(453, 3)
(454, 2)
(455, 3)
(456, 2)
(457, 3)
(458, 2)
(459, 3)
(460, 2)
(461, 3)
(462, 2)
(463, 3)
(464, 2)
(465, 3)
(466, 2)
(467, 3)
(468, 2)
(469, 3)
(470, 2)
(471, 3)
(472, 2)
(473, 3)
(474, 2)
(475, 3)
(476, 2)
(477, 3)
(478, 2)
(479, 3)
(480, 2)
(481, 3)
(482, 2)
(483, 3)
(484, 2)
(485, 3)
(486, 2)
(487, 3)
(488, 2)
(489, 3)
(490, 2)
(491, 3)
Average waiting time 29.19 
